A5r,A8l,A3r,A7r,A6r,A4l,A5l,A3l,A7l,A6l,A4r,A8r,A2l,A2r
0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937,0.01553389823742937
0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574,0.015067325844751574
0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224,0.014348686180879224
0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687,0.013568075560799687
0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977,0.012676617394310977
0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524,0.012097136007021524
0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285,0.010993361430109285
0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318,0.010878650870146318
0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677,0.009301402749633677
0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237,0.008185516499742237
0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045,0.00669577834817045
0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696,0.0035564764369011696
-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801,-0.00011834061039455801
-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653,-0.0023645781842892653
-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843,-0.0032267594619479843
-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758,-0.005000186439529758
-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637,-0.005303684845072637
-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013,-0.005931385319943013
-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169,-0.005614242555584169
-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818,-0.00526160757582818
-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506,-0.0038771348527163506
-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686,-0.0033127999813525686
-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546,-0.0016201235939166546
0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126,0.0010256185129251126
0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297,0.004360592573259297
0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608,0.007262081541394608
0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356,0.010636189425949356
0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934,0.013916916037331934
0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704,0.01665444108285704
0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871,0.01666115056930871
0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044,0.017238240856208044
0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653,0.017021690147713653
0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516,0.016666551927148516
0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387,0.016493671362333387
0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768,0.01655652550359768
0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379,0.01630274203183379
0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558,0.016231237320632558
0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603,0.013750914649590603
0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074,0.011890854667094074
0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146,0.011299767659741146
0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384,0.00969462552212384
0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105,0.009191813741558105
0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136,0.010453824116668136
0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062,0.011733391508944062
0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688,0.012801262940436688
0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639,0.01198156043639
0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893,0.01069302164507893
0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092,0.010349014390412092
0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762,0.010748273409359762
0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897,0.011337180157488897
0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275,0.011390175521197275
0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728,0.010258381336130728
0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347,0.009573957620947347
0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842,0.00930140753697842
0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651,0.009048903126977651
